ID,Gender,Age,Marital Status,Job,Employment Status,Your Phone Model,Your bank information,How many years you are using internet banking application,How many years you are using mobile banking application,Do you find mobile application user-friendly,Internet banking usage frequency,Mobile banking usage frequency,Credit card debt inquiry,Credit card debt payment,Credit card limit transactions,Create & delete virtual card,Virtual card limit transactions,An additional new card application,Opening a new account,Balance check,Loan transaction,Transfer money to previously transferred account.,Transfer money to new account.,Invoice payment (If it is automatic payment than choose 8),Government payments,GSM transactions,Rent payment,Lottery transactions,HGS / OGS transactions,Tax / penalty transactions,SGK transactions,Bill transactions,Salary payment,Investment account transactions,Foreign money exchange transactions,Gold transactions,Investment fund transactions,Stock transactions,Public offering operations,Repo transactions,Bond transactions,Instant stock exchange transactions,Consumer credit usage,My credit accounts,Applying for mortgage ,Applying for car loan,Findeks risk report,New card application,New account opening,Request status,Foreign exchange calculation,Loan calculation,Make an appointment at a bank branch,Donate transactions,View payment schedule,View bank campaigns,Mobile signature use,Communicating with the bank
195,,25-30,Married,Information Engineer,Private sector,Iphone 6,Akbank,0-5,0-3,Yes,4,8,0,0,,0,0,0,3,7,0,5,5,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,4,0,3
196,Man,25-30,Single,Software Engineer,Private sector,LG G2,Garanti,0-5,4+,Yes,9,9,4,5,8,3,9,9,9,9,9,7,5,5,5,5,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,5,5,0,3,0,0,5
197,Man,25-30,Single,Software Engineer,Private sector,LG G2,EnPara,0-5,4+,Yes,3,8,7,4,3,0,0,9,9,7,7,7,5,5,4,4,4,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,0,0,5,5,5,5,5,0,5,5,5,5
198,Man,25-30,Single,Software Engineer,Private sector,Iphone ,Garanti,0-5,0-3,No,3,8,7,4,3,0,0,9,9,7,7,7,5,5,4,4,4,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,0,0,5,5,5,5,5,0,5,5,5,5
199,Man,25-30,Single,Not working ,Public institution ,Iphone ,Halk Bank,0-5,0-3,Yes,9,9,4,4,4,4,4,3,0,7,0,3,3,9,9,9,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,3,0,0,3,3,0,5
200,Man,25-30,Single,Engineer,Private sector,Iphone 7,Denizbank,10+,7+,Yes,7,7,7,4,3,5,5,0,0,0,,5,5,5,3,4,0,0,3,3,0,0,3,3,3,3,3,3,3,0,3,3,3,5,0,0,0,0,0,0,3,3,0,3,3,3,7,0
201,Man,25-30,Married,Software Engineer,Private sector,0,0,5+,4+,Yes,8,8,9,9,4,0,9,0,0,9,9,0,9,8,7,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,9,9,0,9,0,5,0,0,0,4,0,3
202,Woman,25-30,Married,Teller,Private sector,Iphone 7,Garanti,0-5,4+,Yes,5,7,5,4,3,3,5,0,0,7,0,5,3,4,4,4,4,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0
203,Woman,36-40,Single,Teller,Private sector,Iphone ,Garanti,5+,4+,No,9,9,5,4,3,4,4,3,3,7,3,,3,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,3,0,0,0,0,4,6,0,0
204,Man,36-40,Married,Information Engineer,Private sector,Iphone ,Garanti,15+,7+,Yes,7,8,7,5,3,9,3,9,9,9,9,7,7,8,7,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,3,0,0,5,5,0,0
205,Man,31-35,Married,Information Engineer,Private sector,Samsung Note 4,Garanti,10+,4+,Yes,9,9,4,4,3,3,7,9,3,3,0,7,7,4,4,4,4,0,3,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
206,Man,25-30,Single,Electronic Engineer,Private sector,LG G4,Finansbank,5+,4+,Yes,4,6,7,4,3,3,3,9,9,5,0,9,9,9,9,0,0,0,3,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Man,25-30,Single,Servant,Private sector,Samsung,Vakifbank,0-5,0-3,Yes,5,5,5,4,3,0,0,9,0,5,0,5,3,5,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,4,0,0,9,9,9,0,0,4,3,4,0
208,Man,25-30,Single,Servant,Private sector,Samsung,Denizbank,0-5,0-3,Yes,8,7,5,4,3,9,9,0,9,7,3,3,3,9,4,0,0,0,0,3,0,0,4,4,3,3,3,0,0,0,0,0,3,3,0,0,3,0,0,0,3,3,0,0,4,0,9,9
209,Man,31-35,Married,Information Engineer,Private sector,Iphone  5S,Yapi Kredi,5+,4+,No,8,7,5,4,3,9,9,0,9,7,3,3,3,9,4,0,0,0,0,3,0,0,4,4,3,3,3,0,0,0,0,0,3,3,0,0,3,0,0,0,3,3,0,0,4,0,9,9
210,Man,25-30,Single,Information Analyst,Private sector,Iphone ,Denizbank,0-5,0-3,Yes,9,9,5,5,5,5,9,3,3,5,3,5,5,5,5,0,4,3,0,0,0,0,0,0,3,3,3,3,3,0,0,0,3,3,0,0,0,0,0,3,4,4,0,3,5,5,3,3
211,Man,25-30,Single,Information Analyst,Private sector,Samsung S6,EnPara,5+,7+,Yes,9,9,7,0,7,0,0,0,0,0,0,4,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9,0,9
212,Man,25-30,Single,Information Analyst,Private sector,Samsung S6,Garanti,5+,7+,Yes,4,9,5,4,3,4,4,3,3,8,5,5,5,9,0,0,0,3,3,3,3,0,0,4,6,3,3,5,3,3,3,4,0,0,0,0,0,3,3,4,6,3,0,3,3,4,4,4
213,Man,36-40,Married,Information Analyst,Private sector,Iphone ,Yapi Kredi,15+,0-3,Yes,4,9,5,4,3,4,4,3,3,8,5,5,5,9,0,0,0,3,3,3,3,0,0,4,6,3,3,5,3,3,3,4,0,0,0,0,0,3,3,4,6,3,0,3,3,4,4,4
214,Man,25-30,Single,Director,Private sector,Samsung Note 4,Halk Bank,5+,4+,NO,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,9,0,9,9,0,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3
215,Man,25-30,Single,Information Engineer,Private sector,Iphone ,Yapi Kredi,10+,0-3,Yes,5,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
216,Man,25-30,Single,computer engineer,Private sector,Iphone ,Yapi Kredi,5+,4+,Yes,7,7,4,4,3,3,7,0,0,5,0,4,3,9,4,4,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,3
217,Man,25-30,Single,Information Engineer,Private sector,Samsung  A6,Akbank,5+,4+,Yes,7,7,4,4,3,3,7,3,3,5,3,5,5,3,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,3,0,0,0,0,3,3,5,3,0,0,5,5,0,0
218,Man,25-30,Single,Information Engineer,Private sector,Samsung  A6,Garanti,5+,4+,Yes,8,8,7,4,4,4,4,0,9,8,0,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,0,0,0,9,9,9,9,9,0,0,0,9,9,9,9,0,9,0,0,9
219,Man,25-30,Single,Software Engineer,Private sector,Iphone 5S,Garanti,10+,4+,Yes,8,8,7,4,4,4,4,0,9,8,0,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,0,0,0,9,9,9,9,9,0,0,0,9,9,9,9,0,9,0,0,9
220,Man,36-40,Married,Information Engineer,Private sector,Iphone 5S,Garanti,10+,4+,Yes,6,6,5,4,9,9,9,9,9,4,4,4,4,9,5,9,4,0,5,3,3,0,0,4,5,5,0,0,0,0,0,0,4,4,0,0,0,9,9,9,5,5,0,0,5,0,0,9
221,Man,25-30,Single,Electronic Engineer,Private sector,,Yapi Kredi,5+,4+,Yes,7,7,9,4,4,9,4,0,9,4,0,9,9,9,9,0,9,9,9,9,0,0,4,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0
222,Man,31-35,Single,Engineer,Private sector,LG,Yapi Kredi,5+,4+,No,7,7,7,5,7,4,7,9,9,7,7,5,5,9,5,4,4,4,9,9,0,0,0,5,4,4,4,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
223,Man,31-35,Single,Engineer,Private sector,Iphone 5S,Yapi Kredi,0-5,4+,Yes,5,5,5,5,3,3,5,5,3,4,0,4,3,0,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Man,25-30,Single,Engineer,Private sector,Iphone  5S,Garanti,,7+,Yes,8,8,7,4,4,4,4,0,9,8,0,9,9,9,0,0,0,9,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,9,0
225,Man,20-24,Single,Not working ,Not working ,Samsung AT,Ziraat,0-5,0-3,Yes,7,7,5,4,5,3,4,0,0,7,0,5,3,9,0,3,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0
226,Man,25-30,Single,business intelligence developer,Private sector,Iphone 5S,Garanti,0-5,0-3,Yes,3,5,5,4,3,0,0,0,0,5,0,3,3,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
227,,25-30,Single,Engineer,Private sector,Iphone ,Yapi Kredi,0-5,4+,Yes,9,9,0,0,0,3,3,3,3,7,0,5,3,5,5,5,0,3,0,0,0,0,0,5,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0
228,Woman,25-30,Married,Information Engineer,Private sector,Iphone ,Finansbank,5+,4+,Yes,5,7,4,4,5,7,7,3,3,7,0,5,5,9,4,5,4,0,0,0,0,0,0,5,5,5,5,5,3,0,0,5,0,0,0,0,3,3,3,3,3,0,0,3,4,3,0,3
229,Woman,25-30,Married,Information Engineer,Private sector,Iphone ,Vakifbank,5+,4+,Yes,8,4,7,5,4,3,3,0,3,,0,5,3,9,5,5,4,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,5,5,0,5
230,Man,25-30,Married,computer engineer,Private sector,Android,Akbank,0-5,4-6,Yes,8,4,7,5,4,3,3,0,3,,0,5,3,9,5,5,4,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,5,5,0,5
231,Man,25-30,Single,Manager,Private sector,Iphone 6S+,Isbank,0-5,0-3,Yes,8,8,5,5,3,8,8,8,7,8,5,3,9,3,8,4,3,4,4,8,8,4,4,7,3,8,8,8,8,8,8,8,8,8,8,8,8,3,8,9,8,8,8,8,8,8,8,0
232,Man,20-24,Single,Student,Not working ,Iphone ,Ziraat,0-5,0-3,Yes,3,7,6,4,3,8,8,9,7,8,4,3,9,5,8,8,5,8,8,8,8,4,8,3,8,8,8,8,8,8,8,8,8,8,8,3,9,8,8,8,8,8,8,5,4,8,3,0
233,Man,20-24,Single,Student,Not working ,Iphone 6S,Ziraat,0-5,0-3,Yes,9,9,9,7,8,4,5,9,8,8,8,9,6,4,4,8,8,6,8,5,5,8,6,8,9,8,8,8,7,6,5,9,6,7,8,4,3,4,9,7,8,3,5,5,3,9,3,0
234,Man,20-24,Single,Not working ,Self-employed ,Sony,Ziraat ,0-5,0-3,Yes,7,7,5,4,4,8,8,8,7,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,0
235,Man,20-24,Single,Student,Not working ,Samsung s3,Garanti ,0-5,0-3,Yes,8,8,7,4,4,6,9,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
236,Woman,20-24,Single,Student,Not working ,Iphone ,Isbank,Never,4-6,Yes,5,5,5,4,8,8,8,8,5,4,3,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
237,Man,20-24,Single,Student,Not working ,Iphone ,Isbank,0-5,Never,No,0,8,7,5,8,8,8,8,8,8,8,5,5,5,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,0
238,Man,20-24,Single,Student,Not working ,Iphone 6S,Ziraat,0-5,0-3,Yes,3,0,9,9,9,8,8,8,9,9,9,9,9,8,4,8,8,7,9,9,9,8,8,4,4,8,8,8,8,8,8,8,8,8,8,8,8,9,8,9,9,9,9,9,9,8,9,0
239,Man,20-24,Single,Student,Not working ,Iphone 5,Ziraat,Never,0-3,Yes,7,7,5,4,4,8,8,8,7,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,0
240,Woman,25-30,Married,psychologist,Public institution ,Samsung,Ziraat,0-5,0-3,NO,0,5,5,8,4,8,8,8,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,8,8,8,8,8,8,8,4,8,8,8,8,8,3,0
241,Woman,25-30,Married,psychologist,Public institution ,Samsung,Ziraat,0-5,0-3,NO,5,5,4,8,8,8,8,8,4,8,8,3,5,4,8,8,8,8,8,8,8,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,3,0
242,Woman,25-30,Single,Engineer,Private sector,Samsung S7,Akbank,0-5,0-3,Yes,5,5,4,8,8,8,8,8,4,8,8,3,5,4,8,8,8,8,8,8,8,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,3,0
243,Woman,25-30,Single,Biomedical Engineer,Private sector,Samsung S7+,Akbank,5-10,4-6,Yes,4,7,8,8,8,8,8,8,7,9,5,4,9,3,8,8,8,8,3,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
244,Woman,25-30,Single,Biomedical Engineer,Private sector,Samsung S7+,Finansbank,5-10,4-6,Yes,3,9,7,5,3,8,8,8,7,8,5,3,5,5,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,3,4,8,8,8,8,8,3,8,3,8,3,5,8,8,4,0
245,Woman,25-30,Single,Biomedical Engineer,Private sector,Samsung S7+,Isbank,5-10,4-6,Yes,3,9,7,5,3,8,8,8,7,8,5,3,5,5,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,3,4,8,8,8,8,8,3,8,3,8,3,5,8,8,4,0
246,Woman,25-30,Single,Biomedical Engineer,Private sector,Samsung S7+,Burganbank,5-10,4-6,Yes,3,9,7,5,3,8,8,8,7,8,5,3,5,5,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,3,4,8,8,8,8,8,3,8,3,8,3,5,8,8,4,0
247,Woman,25-30,Single,Biomedical Engineer,Private sector,Samsung S7+,Denizbank,5-10,4-6,Yes,3,9,7,5,3,8,8,8,7,8,5,3,5,5,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,3,4,8,8,8,8,8,3,8,3,8,3,5,8,8,4,0
248,Man,25-30,Single,Tourist Guide,Self-employed ,HTC M8,,Never,Never,NO,3,9,7,5,3,8,8,8,7,8,5,3,5,5,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,3,4,8,8,8,8,8,3,8,3,8,3,5,8,8,4,0
249,Woman,20-24,Single,Not working ,Not working ,Iphone 6+,Finansbank,5-10,4-6,Yes,9,9,8,8,8,8,8,8,8,9,7,7,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,8,8,8,8,8,8,8,8,8,7,8,8,8,8,0
250,Man,20-24,Single,Mathematician,Not working ,Samsung,KuveytTurk,15+,4-6,Yes,3,5,5,8,8,8,8,8,5,4,5,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
251,Woman,25-30,Single,computer engineer,Private sector,Iphone 6s ,Yapi Kredi,0-5,0-3,Yes,4,4,5,4,4,8,8,8,5,8,3,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,5,3,8,9,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
